Age,Income,Loan_Amount,Credit_Score,Employment_Years,Debt_to_Income,Default
40,120146,37988,827,13,0.2557647011675105,0
27,127605,26306,839,27,0.5589743331880357,0
64,28970,47973,462,10,0.2647762174977508,0
50,94535,15833,354,27,0.5314394391137828,1
64,111570,26997,754,15,0.2762662879888921,0
60,146315,38521,604,14,0.35291639374055683,0
23,61176,34948,401,21,0.2861773454785044,0
40,137111,12488,687,5,0.29354765728091303,0
25,66730,44974,507,29,0.409291101845351,0
27,107168,47448,614,23,0.4464642973804973,0
58,38385,12938,348,12,0.5352367607481932,1
49,148252,43726,817,25,0.3845262711108953,0
51,30950,20770,447,27,0.2084220762445068,0
28,126230,11635,510,16,0.5947900483732212,1
30,98511,13629,671,3,0.44188671922847245,0
46,78009,36668,346,11,0.287376103707078,0
54,111850,26487,798,17,0.5841022374472081,0
22,48398,17869,454,26,0.579236750408234,1
27,50277,14219,529,7,0.13976961069867364,0
39,51761,45797,599,11,0.10991283143721456,0
31,89435,21673,457,3,0.12222829921505937,0
49,88944,21763,546,29,0.44265721144547066,0
32,56533,49933,450,7,0.45543954274746423,1
54,97502,16043,598,28,0.46201388774610874,0
22,132437,14570,353,1,0.4151196939167753,1
34,97123,11886,522,28,0.2427456577120262,0
58,47880,6958,766,29,0.18356445319574524,0
41,95627,48087,785,3,0.5639291582638299,0
22,66753,29641,743,11,0.5565700843479802,0
24,121666,7183,437,24,0.22124305054168988,0
39,107597,34070,591,20,0.18396856792877983,0
62,112829,8774,509,21,0.28767049604931527,0
35,26561,34018,510,9,0.124203311765994,0
52,78205,25303,687,14,0.1810695594621515,0
48,131948,19272,695,27,0.2901494989267366,0
38,84810,27586,423,8,0.2193719786528228,0
50,138089,38545,423,8,0.46841013229526995,1
57,89482,7566,367,6,0.552479815915974,0
58,94192,47863,774,26,0.5545700810491689,0
47,112154,15953,657,1,0.40213889508962475,0
38,111066,36696,755,6,0.45174486834638217,0
43,112408,12404,645,8,0.3470157186849251,0
46,147769,37846,820,17,0.17334385640344782,0
23,53330,6581,797,22,0.4175179148720979,0
43,41139,19066,627,11,0.27497690649193873,0
26,57977,45735,629,6,0.10289675270278334,0
25,29983,12839,726,18,0.3874768529206194,0
57,64909,39930,742,21,0.19918439559700138,0
27,133422,27129,394,23,0.5432528181966333,0
42,89480,35845,750,15,0.5669723616136794,0
34,74029,18913,616,25,0.181086530676313,0
58,46329,5964,786,7,0.11470639227862903,0
46,147668,15739,304,29,0.1020222172600134,0
47,61734,7673,670,18,0.5565217776751704,0
60,67837,43061,487,5,0.17600928658082435,0
41,99354,36171,325,1,0.317666220272941,0
54,101454,28643,461,29,0.1285806832448794,0
35,132954,39486,429,1,0.28667293362183044,1
57,142512,15624,832,28,0.4927124488267741,0
38,91786,6228,709,7,0.3033343318679613,0
42,29758,48370,372,26,0.4877901007636175,1
37,127667,39608,532,9,0.4444196121589469,1
37,92699,21920,405,20,0.3586540463971165,0
41,133119,24689,308,20,0.46885490541857444,0
50,125157,12124,349,10,0.5395569971244946,0
49,107673,47124,821,19,0.49650572374816915,0
29,122639,36339,741,26,0.44586496389684493,0
45,46832,12587,335,25,0.4509110977783233,1
24,26868,8527,501,19,0.18054924181826273,1
46,139869,38067,417,23,0.5753359949811128,0
40,75665,8963,468,2,0.20283213694426913,0
54,138872,42455,811,26,0.274476082258303,0
23,66862,41939,529,15,0.3589932571464919,0
36,44728,25243,449,2,0.16309039051363292,0
43,128542,37693,507,7,0.3967879181494698,0
31,118565,8695,360,18,0.19133926043736674,0
39,64857,14112,416,11,0.5616838601190803,1
43,53183,37059,538,17,0.5443380668069309,0
48,113321,12242,347,12,0.37221271408666323,0
34,43940,14941,747,10,0.3247381602055248,0
54,145786,25001,767,28,0.15130095606509672,0
26,30280,7700,592,12,0.5116500990558226,0
47,127548,23085,724,20,0.2896850493236828,0
34,27164,18339,816,26,0.223162017055935,0
48,146289,20834,504,2,0.5976490095051349,1
35,117724,16084,479,5,0.4341487061635484,1
45,138453,34543,828,26,0.1369313041787316,0
24,104624,40930,389,22,0.5006478521669316,1
51,43405,46074,799,2,0.47520114632762767,0
56,27821,36902,407,24,0.3006001278082414,0
35,80090,34044,489,25,0.161844628901907,0
33,47516,18137,479,0,0.34872244912438977,0
49,35473,39905,319,13,0.48165945785402864,1
50,71454,10948,658,22,0.1380073763828413,0
64,67530,37567,306,19,0.18172071691258726,0
38,129273,36189,621,6,0.4094630887716757,0
61,149852,36871,567,24,0.3797723688578172,0
42,102714,23189,726,8,0.5525438380464931,0
44,129472,27797,595,0,0.5073960922524358,0
41,117554,8569,812,9,0.559414881722253,0
32,107633,31012,686,12,0.3329794017293328,0
55,104632,17977,563,11,0.4939004001763504,0
31,130507,37049,389,3,0.124358379993503,0
31,94081,26694,787,6,0.2472459082514736,0
64,49798,49388,560,9,0.42213622246680105,0
27,25863,38224,787,21,0.4818419354089377,1
57,41148,21832,640,24,0.38524620011155486,0
45,111545,37835,628,28,0.34036785782858514,0
33,79459,6862,700,6,0.21663297358682596,0
64,108345,23186,656,14,0.18709337976429483,0
44,109224,34545,798,18,0.537741189232329,0
48,91189,49391,734,6,0.1711061065314846,0
58,149039,45322,418,25,0.3176435187172808,0
27,33129,13319,346,13,0.5442406301439675,1
22,116954,43663,467,20,0.1738560110575542,0
27,48118,33401,647,13,0.1637731092494494,0
43,25443,37228,803,17,0.4462545360283704,1
62,52041,17202,838,9,0.2657876526917161,0
45,114379,43283,595,2,0.3178530369697976,0
46,46053,25122,812,5,0.4127967324073787,0
36,121384,38135,473,28,0.2894879136361648,0
47,128410,27585,694,21,0.49992071824966366,0
29,62204,19897,829,22,0.5844923335870067,0
45,142545,26291,602,21,0.5665303991263414,0
59,67240,37826,501,8,0.372726002419983,0
27,126343,13294,832,13,0.27740826319759326,0
56,118749,9507,455,20,0.3168661537320544,0
63,86102,33854,313,20,0.26507822738556286,0
22,33291,20475,319,23,0.3208621044523351,0
57,133582,49905,756,7,0.1064864956030235,0
33,41285,19334,472,0,0.12760719245051202,0
59,117422,23830,744,2,0.48566851845140524,0
32,86589,32278,421,28,0.2674065283271835,0
33,38944,23749,796,21,0.497203108109297,1
63,126041,35511,483,5,0.33997212747690764,0
60,113876,42469,348,0,0.5029587062405664,1
28,120561,45185,480,17,0.4317922797947972,1
32,79391,30072,693,9,0.20050061288064977,0
57,26607,47326,692,22,0.32386127486077243,0
52,27953,36146,647,16,0.4521662159448512,0
54,69941,16057,775,25,0.2653085325407951,0
34,96469,31427,440,20,0.1966510948927022,0
39,101922,46982,829,0,0.3699304614837904,0
62,86683,49090,770,21,0.2368240768490982,0
45,138525,16036,562,22,0.397171082558196,0
30,95218,19060,442,7,0.23586720066302239,0
52,138157,18607,445,28,0.5532896199725902,0
62,134588,40102,593,11,0.2719510063282701,0
31,146021,29074,837,18,0.553725201282338,0
23,147080,24773,808,13,0.23974090400930562,0
59,36154,37970,721,29,0.40222726454285196,0
36,34047,37998,716,18,0.16510918157630858,0
24,113529,33210,406,26,0.48918592383946624,1
64,100874,49088,617,16,0.20010885919976615,0
52,39323,16683,358,27,0.5320102915444032,1
27,62693,7962,557,15,0.3262229462113335,0
24,83730,40095,724,18,0.14726977730688504,0
32,114170,35000,830,4,0.28176923471491266,0
36,51292,34137,465,21,0.4898629627655233,0
49,129087,40552,324,18,0.13814748934993545,0
31,70111,38571,303,3,0.4128645713023288,1
59,100453,48861,302,4,0.3536331112590967,0
28,100681,44164,717,4,0.2549348036575647,0
36,120253,21559,661,24,0.4778086913643492,0
39,64491,47404,668,23,0.12622036882132429,0
39,74336,49963,838,0,0.34882091531256854,0
62,41905,10691,645,17,0.3534315721163743,0
45,55273,8532,343,27,0.143203064847335,0
23,140936,25733,452,14,0.16801136180684992,0
61,51234,22927,501,20,0.3048272037327907,0
41,103885,48114,620,27,0.36826126084638844,0
55,91538,18482,763,18,0.12659773790535336,0
64,129570,31681,310,22,0.10587825996358805,0
47,57573,10456,526,13,0.19630211762949454,0
28,118339,8413,632,26,0.34390473429243884,0
59,146132,12085,768,5,0.12013935535460327,0
51,89320,32937,314,17,0.466617678239332,1
63,36330,25563,356,7,0.1759640912362148,0
26,117040,14332,629,4,0.4863055828033188,0
32,105516,42575,363,21,0.20236669693284906,0
22,97553,12386,529,7,0.2733097324336724,0
55,66353,31337,310,28,0.3395464738677345,0
22,41011,39708,523,5,0.2736353902491445,0
40,108537,34572,841,9,0.11180968574057584,0
23,85985,38424,805,2,0.5542870313571213,0
42,42044,40271,821,12,0.24323326100044143,0
41,63292,16030,353,6,0.16801802000257823,0
44,147304,18138,456,29,0.16625911960788756,0
42,30250,20646,704,3,0.5873062549122119,1
45,130816,33812,698,12,0.16152884583902596,0
25,48289,28422,702,5,0.27327368671606767,0
33,58087,15645,388,15,0.13381076632556319,0
43,100952,19628,485,21,0.4677364064216962,1
41,115695,29486,378,26,0.3983758236097771,0
39,61368,27409,444,20,0.3667844561687993,0
22,145648,44266,313,28,0.5279201719365807,1
51,95815,27732,301,0,0.38666838605103293,0
54,115693,24425,815,29,0.5777654651060351,0
45,86040,17195,365,23,0.41139004381311794,1
35,141455,23722,545,12,0.277170200833203,0
57,83900,21494,729,29,0.11837344071598346,0
26,40494,26571,531,25,0.4626378031412417,1
32,141486,39486,735,1,0.28682258260769966,0
45,70166,27900,652,19,0.39960108970386643,0
52,116110,5125,682,28,0.538174106498558,0
34,50333,24318,359,27,0.10382911526451286,0
37,58050,43685,769,18,0.4798062288362869,0
45,122799,48162,710,5,0.31764238755662466,0
34,123075,12590,382,10,0.16203008192512922,0
45,104566,39850,373,16,0.3912288695767815,0
47,113257,17134,610,8,0.36630746179023643,0
23,73070,30230,753,4,0.521154019071369,0
37,30166,20058,325,4,0.3607813715504755,1
59,32121,19301,725,15,0.5136759350340137,0
22,39677,42861,676,3,0.37224462311404194,0
32,81561,32039,542,19,0.32347279167300547,0
56,121777,5284,622,28,0.28559195033083806,0
64,106909,43334,479,12,0.18684871910250442,0
50,112409,48525,565,16,0.3920154402215652,0
58,62664,45986,849,8,0.3721251427571308,0
38,139818,23658,679,24,0.5878698257990332,0
60,26293,33443,376,12,0.306204400380808,0
63,47443,8972,823,15,0.3107616315473636,0
49,130261,31167,348,19,0.18193569248465455,0
50,74212,18679,553,9,0.39878577730107934,0
64,109131,49341,679,9,0.5239261345185632,0
24,100276,34519,548,19,0.2239615822923535,0
31,37559,30704,371,27,0.10453895032261293,0
63,90231,41881,746,15,0.445736811672927,0
35,133277,36948,805,22,0.11568689582589667,0
33,64044,19378,552,19,0.304638149660008,0
63,46747,15328,598,0,0.4063551688625169,1
51,131456,29732,359,10,0.2930058585723494,0
53,98509,22673,656,12,0.23028910809172112,0
53,105869,15373,456,24,0.4996332539762648,1
63,55129,10720,641,17,0.25046659904992763,0
53,25037,10153,501,4,0.19002339666227921,1
47,129294,11226,334,3,0.29419835250191084,0
22,122847,7976,834,23,0.16583245006298,0
63,128742,43019,755,5,0.4451984889958678,0
23,147365,41267,464,14,0.45504020775143517,0
38,73503,24297,327,22,0.10738929656373172,0
51,53207,21587,671,1,0.4474332462722216,0
60,134160,23206,613,3,0.2494936697766663,0
28,58241,30935,583,13,0.42810179694271033,0
48,25058,34633,597,3,0.4532420179546768,0
30,93172,15736,774,27,0.23889071343427445,0
43,121171,46401,648,28,0.19269280330482005,0
55,39834,11971,744,17,0.5131794609204854,0
22,106113,14507,506,25,0.4695921396864007,0
30,142302,30724,716,19,0.5185711699436135,0
41,52190,27166,738,15,0.3178599366193027,0
40,97832,18158,464,8,0.3281843924403721,0
57,46383,30774,719,7,0.2720835841422794,0
61,135974,16108,670,10,0.3495312319279772,0
25,149291,17077,565,13,0.4232850275571768,0
30,49660,9175,578,16,0.5072724672287151,0
62,133029,40627,781,12,0.19158531774232399,0
43,143485,7962,816,7,0.3027088152456474,0
39,27674,18616,381,13,0.3306008181874398,1
33,139100,37253,418,10,0.34399727506096867,0
63,134369,22751,602,8,0.3709864547584981,0
64,47820,10210,514,7,0.5008736271583584,1
60,110040,37390,327,13,0.543125289365218,1
30,50666,40677,797,14,0.1795788347222904,0
27,68794,48176,836,25,0.4563409207708543,0
40,27076,41173,818,0,0.3395541229509308,0
28,89854,20993,493,23,0.3088583563726536,0
37,77342,31859,741,11,0.1566715795584285,0
26,62555,25878,335,4,0.13206787577389148,0
37,80208,19923,557,24,0.5889054886535531,0
22,57406,38588,412,13,0.4211842613113389,0
58,86572,32100,593,24,0.3262129414466284,0
60,65262,29086,313,21,0.4808817526505539,0
40,116320,45023,439,15,0.14556636626064826,0
58,143265,37571,670,18,0.4037231959663331,0
38,111661,16017,726,27,0.4303057953830878,0
47,48216,42221,396,15,0.32602745195051963,0
43,93117,24513,787,6,0.22629930917991972,0
29,106136,49974,641,2,0.5772924446772635,0
54,55284,19860,791,22,0.25056745000850156,0
23,45171,13086,799,7,0.16239846618154505,0
51,115627,23050,731,20,0.4152367888207814,0
41,39333,45157,488,20,0.38716148601288614,0
39,55535,24784,381,13,0.4773862691534033,1
64,114023,16774,479,19,0.4768915661470201,1
31,100940,39968,714,2,0.41011797143973494,0
45,134470,17142,404,27,0.20376764742620487,0
25,58700,28007,680,23,0.5435727710986181,0
58,108583,30158,628,10,0.2241415025216136,0
25,66516,11051,548,21,0.1469921442218455,0
34,40577,36576,371,13,0.25074956199744924,0
46,114834,9115,432,21,0.34161609957548433,0
34,149551,24024,539,1,0.20359132359225776,0
39,40015,11371,377,3,0.26683583432646174,0
45,116104,33690,760,20,0.35684659606636937,0
23,139412,44355,424,26,0.26146971427488586,0
54,116740,37420,310,25,0.14465867574041033,0
40,122284,48375,767,4,0.19860675841952627,0
30,116803,14080,706,18,0.4971034393868464,0
49,46236,6883,326,9,0.5771658094669881,1
56,123151,9821,506,20,0.17421844458510774,0
60,91640,41590,521,20,0.4405095262262605,1
31,108190,13338,611,1,0.5527898876782181,0
22,70704,27007,681,20,0.24957142965831122,0
63,67369,7477,614,2,0.5147308673774438,0
42,28646,18135,507,14,0.5524678856893449,1
30,112007,47423,595,18,0.24974894520366445,0
36,50906,15437,701,20,0.12837040504139488,0
56,111643,14502,734,24,0.5583965442286297,0
26,72728,34236,421,29,0.2652413372254806,0
62,39878,5368,405,1,0.1068690284921808,1
43,141742,30839,335,24,0.33745988759917356,0
62,34145,40515,849,2,0.15793829040580207,0
44,113578,12562,371,28,0.5508509373580828,1
28,43226,12139,466,11,0.17749771419840601,0
44,27802,32141,520,22,0.25220940242129375,1
46,49119,47778,375,27,0.49522508545093424,1
48,88560,11704,510,13,0.5031734851463364,1
62,82353,6887,527,16,0.5506399943341739,1
27,139669,16975,752,15,0.3486980784678293,0
55,117721,5544,786,16,0.5933603145235861,0
30,148001,24448,773,23,0.3580945028938557,0
54,87126,27830,789,8,0.49535389580401257,0
27,96641,28926,675,2,0.2809512079426044,0
58,76712,36002,530,21,0.5706456581501078,1
52,77189,18333,524,13,0.44250811332616835,1
55,82784,21942,774,2,0.13854912583220133,0
62,93285,19684,379,5,0.15425991440283734,0
50,140278,31088,509,22,0.5454052755742742,1
35,141056,27447,596,20,0.5047792562374686,0
57,67949,13861,471,18,0.26504711991039687,0
57,59129,29833,388,23,0.3607979818413327,0
36,49512,22454,525,12,0.5263742189071543,1
29,127077,6050,442,4,0.1517155520728726,0
47,104031,25422,353,0,0.16906971078283164,1
57,88554,26530,495,11,0.4577634693473469,0
42,27064,20756,788,14,0.1411027412212383,0
49,120614,9022,597,24,0.27628324817690353,0
25,76567,46104,729,18,0.2259041610762433,0
37,142639,7634,836,1,0.4801429473014026,0
43,55011,32145,799,2,0.10122393679816186,0
33,96152,12288,505,6,0.15769235848094695,0
37,98511,13992,436,27,0.14950377050039262,0
61,35960,39253,707,10,0.25903852595063315,0
59,118528,32005,578,27,0.21623974949435046,0
63,146789,17166,744,9,0.2141413925663436,0
58,83920,33065,570,7,0.28519663065900236,0
50,46387,22798,740,1,0.2070244887433356,0
39,40324,34301,527,13,0.15310709434327172,1
31,88960,8894,426,12,0.39162563216825796,0
63,147994,8846,569,6,0.575868848510058,0
60,96779,19481,786,26,0.40358246351909477,0
39,57628,47154,847,20,0.4785103353149228,0
22,146269,35221,454,8,0.5860884195960517,1
60,100096,13048,318,6,0.17658132257928708,0
42,72452,32386,724,0,0.3299049860444363,0
22,66098,38336,357,0,0.39092367876711775,1
36,95459,44258,722,5,0.26105641331280216,0
25,64235,28853,847,24,0.4065647392683317,0
41,111861,39713,401,0,0.4119102450804899,1
31,52949,21791,375,15,0.5211146181334734,1
44,47821,9228,365,2,0.5162576913298189,1
62,96612,16945,450,12,0.17126096942495997,0
55,47032,46573,736,20,0.18444594511030335,0
54,98537,44899,367,3,0.21118599389626017,0
55,40303,29681,534,16,0.23061511551433025,0
60,141003,39986,397,9,0.3822467036218612,0
31,106993,19975,308,3,0.26374517042811574,0
41,131979,12711,803,19,0.5764813433247511,0
22,37303,49759,789,26,0.15915071062810662,0
34,75701,17105,726,11,0.22324248825114992,0
22,75511,35146,526,25,0.5341587710594334,0
26,105664,20238,316,12,0.3921655675292516,0
37,43280,8868,527,3,0.3737142231277022,0
36,64427,49294,537,15,0.39717262586689206,0
49,122180,15060,680,18,0.22613227977830128,0
52,128550,10433,686,6,0.48072361158110444,0
44,31967,27612,553,0,0.3482660568242758,0
64,31661,22822,607,15,0.12129797062809758,0
38,102952,39120,613,1,0.18857913114437744,0
55,91046,46004,600,0,0.508312077690772,0
34,131918,26294,417,13,0.2725223828192489,0
35,60200,23764,349,19,0.4867220635081887,1
32,92442,9560,480,4,0.43168836769322416,1
49,86671,21583,842,26,0.25072989036321647,0
63,116070,20560,626,14,0.16351777200028636,0
53,83168,9424,802,9,0.5034726432796417,0
56,73322,45615,795,20,0.4215436804148368,0
52,106984,31863,545,1,0.2503987542762868,1
38,62696,34469,842,10,0.36163748411211394,0
30,95246,42565,401,15,0.4059515357590101,1
31,134844,28184,529,18,0.10105926083968084,0
29,63892,28910,687,3,0.43525663739196885,0
42,131141,27404,510,9,0.42803903354114026,1
34,40583,40175,729,21,0.14128921080187276,0
26,107720,8791,638,21,0.4938766668586555,0
27,80215,37208,483,11,0.51254442499681,1
51,49853,44276,355,1,0.24508123536534462,1
52,31109,14629,581,1,0.18110632858016132,0
38,133213,37894,427,8,0.44324074954313164,0
32,84757,26990,807,11,0.1616750792247618,0
41,31659,47580,515,1,0.5290212084792641,1
30,26238,12694,389,17,0.3400647425222373,1
23,146270,41087,613,15,0.5549044909934826,0
58,144211,13673,532,18,0.4210846860036088,0
22,40064,43199,546,14,0.24254613297814567,1
25,56115,37187,741,24,0.33401885783363994,0
57,56952,9378,434,29,0.36467357382122967,0
46,30620,28553,301,15,0.5075793324516448,1
24,124790,48780,460,5,0.5309275820850288,1
30,127985,44258,439,26,0.44150588810707303,1
43,69258,27524,603,14,0.24709905258634537,0
44,29470,48331,759,11,0.36428425398139264,0
33,47003,21622,424,21,0.1653109261901465,0
31,52571,6420,646,11,0.21505473772728842,0
55,49668,5340,623,9,0.25152931710831994,0
64,102259,49310,706,20,0.13637996579128034,0
31,137192,45288,768,14,0.5424943028353815,0
51,121576,48953,463,22,0.1613220886126017,0
43,130481,9987,539,26,0.44841936304272634,1
27,136505,31062,512,3,0.35283093440892366,0
23,57046,37456,448,9,0.5158839142879033,1
51,95977,43180,402,25,0.4705178741083409,1
23,141528,30308,482,18,0.4798690026698429,0
53,102255,24862,804,22,0.3091731388289246,0
63,30397,12670,824,13,0.5169880679480435,0
37,124925,29246,679,9,0.1473709377934029,0
33,108481,18766,323,16,0.3222095079303209,0
22,47233,34681,432,21,0.5973070304000023,1
29,108336,13323,349,28,0.5740572725212678,1
34,85308,6857,325,26,0.1411062924910604,0
36,94726,35587,310,26,0.3864927945834188,0
29,88219,30818,401,10,0.2578253058770381,0
31,128358,30247,310,17,0.4642362675049375,1
26,26130,38272,411,1,0.46789371682428305,1
40,149293,45235,466,10,0.10004663401062144,0
59,39071,23540,706,7,0.5229095903856781,1
32,110517,30837,344,18,0.21179135386830636,0
64,135240,13484,658,24,0.5829533071096322,0
41,27118,35682,584,15,0.5527156539480526,0
41,25663,36707,699,3,0.195329524523397,0
42,87408,49610,750,13,0.41816771198161395,0
39,76786,9923,743,21,0.24817565300504293,0
31,106271,47019,687,16,0.15149206767885373,0
55,44158,20920,655,10,0.5370011640521388,0
47,56087,48263,724,25,0.1904132361067443,0
51,113114,26938,305,25,0.31048378020648915,0
30,78121,18319,740,2,0.5620945630095076,0
52,44874,47161,655,3,0.13767717069862714,0
63,133067,11900,567,20,0.3752922478636592,0
25,108443,7160,516,12,0.3860721861603267,0
27,65821,21236,363,16,0.48153335533873876,1
35,140675,11221,741,29,0.5135654348794284,0
25,85582,30294,840,19,0.31207189738026986,0
47,147603,15038,574,20,0.4718415203489701,0
60,47787,24651,769,19,0.5552196585738796,0
38,89703,28360,515,9,0.5431330995279299,1
40,46705,13255,493,25,0.35090953430794913,0
27,94381,7699,312,22,0.40351477475663433,1
50,136800,48893,521,23,0.4364044309573307,1
32,129605,26928,695,11,0.5095543999582043,0
37,69653,5372,569,7,0.3538665449191336,0
51,107018,23898,597,2,0.15595000964803504,0
46,125592,28855,731,28,0.29265086855846834,0
61,116626,39758,707,20,0.46010103971062144,0
32,111217,14607,364,9,0.41189947259194426,1
28,148513,44558,337,23,0.476745900742121,1
47,57252,13553,327,6,0.3499768691611661,0
43,98332,10383,588,29,0.18720238627260036,0
46,97799,5715,536,24,0.15760376930359118,0
40,87185,14837,425,28,0.34063096950675353,0
52,103313,18950,683,9,0.20286241810769198,0
47,66538,12992,625,6,0.5911334440268796,0
63,45343,31817,384,17,0.19937648596966986,1
62,130689,38818,545,19,0.38339214734482985,0
57,105398,18357,687,27,0.10088396709539468,0
44,66232,9742,565,13,0.22682254109948083,0
34,145026,18369,504,11,0.22956924360955636,0
46,128185,10044,527,7,0.46899371780800225,1
23,78106,15288,539,24,0.34781306927222977,0
23,139322,30378,372,6,0.10604592550539085,0
37,106227,12261,687,4,0.2895854694279405,0
30,78079,48614,677,0,0.4223905485360482,0
49,50028,23064,511,14,0.418353477435371,1
34,67135,14799,470,8,0.12694435710627774,0
56,56066,8522,451,11,0.5644564661867599,0
62,144599,18690,403,21,0.22349553437368222,0
34,123717,7057,521,17,0.5457630570524161,1
52,108470,40489,581,10,0.2067072229638365,0
42,45910,42589,687,9,0.38392514213351037,0
53,138018,40331,671,9,0.3030401541229698,0
55,32141,19559,428,17,0.3906746415732053,1
29,70950,18692,703,25,0.34893140708327663,0
62,80723,5202,519,0,0.10102365542684102,1
23,41225,38709,472,27,0.2756661873992957,1
59,125250,21972,771,19,0.10560857816484973,0
53,112123,46530,752,25,0.44168326732905416,0
61,57959,14537,801,10,0.5267479025942653,0
49,74192,6642,351,28,0.29235723085493026,0
58,104711,6365,393,1,0.3624010187840543,0
62,35051,45324,320,25,0.13291867358962947,1
22,96428,5008,405,10,0.29259870440676616,0
62,149212,33820,499,24,0.1694302032156457,0
31,28449,38803,651,1,0.13235091947416752,0
25,66095,23001,580,26,0.18601657375043948,0
56,129213,11722,581,8,0.535421971782538,0
31,102929,25100,838,0,0.5911022016644746,1
32,54190,22460,544,29,0.5396070663848006,1
35,125245,28987,728,22,0.5848352358428628,0
59,122069,9015,337,5,0.46540340074273123,0
33,51141,44897,718,21,0.17985274990932335,0
38,127525,7962,601,1,0.38158522653896687,0
37,48908,9840,370,14,0.4657980348168619,1
56,129847,25533,824,0,0.35673139707439894,0
23,145910,25454,473,25,0.37733361705111657,0
32,148268,10699,389,23,0.3930950475072562,0
62,57322,10922,667,23,0.3334232196897252,0
24,75710,29919,506,17,0.24529423321619373,0
50,39012,31508,361,3,0.41851256940231407,1
39,59889,26664,618,28,0.12675419794708662,0
41,42412,37270,359,12,0.185463623349116,0
35,121150,30278,404,3,0.5626307689934827,1
55,135030,19862,538,14,0.3444081262444052,0
52,49657,18598,761,1,0.5108419056809603,0
61,30656,6898,426,26,0.4632703458434331,1
63,33967,27939,382,8,0.2603545269920935,1
39,109958,36288,519,11,0.5018245315302287,1
51,40764,29774,707,13,0.14566122002665424,0
46,40873,7822,729,19,0.5374891271732696,0
40,119485,42252,812,3,0.44028000066521145,0
29,134383,30049,378,14,0.5635361584592327,0
49,76030,26884,364,3,0.5477552001244526,1
29,92807,18052,482,4,0.2901310177843661,0
52,26607,23038,365,9,0.5284162609346842,1
24,44523,21975,507,11,0.38150803600966743,0
24,73447,39616,353,11,0.1785571581833297,0
43,74757,18269,520,7,0.5147754316956419,1
38,144423,8041,535,3,0.5539598793201345,1
57,118526,21551,737,2,0.1422736038295497,0
38,94201,9379,402,26,0.5652764220551876,1
35,106844,12661,735,0,0.4006324548093948,1
30,96388,11967,720,17,0.11294870770110652,0
51,30462,34870,407,19,0.370897315635192,1
42,141832,49967,823,24,0.4983745171416881,0
33,56795,20674,742,13,0.36659072356761,0
58,94806,25394,805,16,0.4536231269789305,0
53,73465,18531,703,5,0.5397913659386231,0
32,86109,26370,642,5,0.534880755077687,0
41,115027,23565,626,9,0.18943495896776982,0
56,75528,5832,513,18,0.31356501254779,0
32,61230,22405,621,9,0.15558253294004906,0
29,73242,15185,377,24,0.39754890854152236,0
25,90883,8492,354,29,0.5773633755728312,1
48,139688,49630,370,25,0.19092348648489518,0
61,123366,5288,367,2,0.30181518189268364,0
59,26783,45584,479,0,0.5770133999953445,1
51,53390,6076,679,17,0.4750591132073344,0
48,33417,39139,749,14,0.1355847395352799,0
42,97102,6074,560,19,0.3142077832865713,0
41,42426,42702,746,3,0.5939428607588276,0
25,55750,32535,430,17,0.3266212992408861,0
32,83188,37807,533,9,0.4147007049684778,0
34,35872,9274,453,21,0.45048835053126157,1
30,119231,33198,629,21,0.4319656949243337,0
25,73086,34859,352,18,0.35935922952045596,0
33,91770,43264,767,16,0.1663978437454974,0
30,125288,40276,712,9,0.4542074300402569,0
34,119368,17018,313,24,0.5666639363556878,1
47,149158,13072,795,3,0.5708483236360612,0
59,108514,18348,816,24,0.3966947030852832,0
63,113177,18952,667,4,0.3460987445722219,0
34,117663,5318,838,6,0.2669805501625172,0
60,59720,16818,751,18,0.1517844943498818,0
49,43079,31011,840,18,0.5415589121415457,0
40,42338,23787,814,7,0.16852671029170654,0
45,28291,48624,780,0,0.24397286472572052,0
40,99084,17516,713,23,0.4701992353762373,0
34,137808,38496,527,7,0.45238184183127605,0
34,135091,39055,436,18,0.44050637701601336,1
49,124272,41769,539,16,0.4708534977274552,1
23,74393,13752,771,8,0.37098870697445296,0
31,118558,6375,817,19,0.17747548807349292,0
43,94770,19970,760,22,0.5991790065145673,0
34,51720,49846,604,15,0.5460697935810039,0
30,131642,37792,480,8,0.3155761235308484,0
54,130653,22538,329,18,0.36516305487731815,0
35,38368,17657,339,15,0.296775475076835,0
41,79313,22843,486,20,0.41898908782659416,1
36,72969,20583,618,25,0.4655700198766748,0
53,73838,26491,526,26,0.21578159938805228,0
54,33734,42474,623,12,0.31639826675614846,0
38,132187,47180,342,18,0.42011739337110243,0
45,124329,23540,577,4,0.5940098602926499,0
51,37197,10979,618,26,0.26243706790021104,0
34,93895,12943,473,1,0.4725002234295169,1
37,128561,13911,340,3,0.27333588177384605,0
23,145424,45254,708,11,0.14616987651817934,0
38,81831,38873,622,17,0.4850729100137404,0
53,126255,8769,479,2,0.42465344148777173,0
64,83073,7479,458,20,0.357169857761402,0
29,97925,15112,336,24,0.43751794441339553,0
24,137970,49039,705,18,0.539650026979512,0
33,105488,9731,838,25,0.47825530050053877,0
41,119611,16361,675,21,0.5289087114630935,0
37,109475,40940,555,3,0.24500941824289266,0
35,137531,37205,577,3,0.5002417586475983,0
37,75302,29569,548,15,0.28000467356655556,0
